"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"청양군","계","계","85세 이상","","987",
"청양군","계","일하였음","60세 이상-계","","7185",
"청양군","계","일하였음","60~64세","","2070",
"청양군","계","일하였음","65~69세","","1590",
"청양군","계","일하였음","70~74세","","1608",
"청양군","계","일하였음","75~79세","","1249",
"청양군","계","일하였음","80~84세","","532",
"청양군","계","일하였음","85세 이상","","136",
"청양군","계","일하지않았음","60세 이상-계","","5125",
"청양군","계","일하지않았음","60~64세","","492",
"청양군","계","일하지않았음","65~69세","","602",
"청양군","계","일하지않았음","70~74세","","846",
"청양군","계","일하지않았음","75~79세","","1185",
"청양군","계","일하지않았음","80~84세","","1149",
"청양군","계","일하지않았음","85세 이상","","851",
"청양군","남자","계","60세 이상-계","","5467",
"청양군","남자","계","60~64세","","1388",
"청양군","남자","계","65~69세","","1113",
"청양군","남자","계","70~74세","","1047",
"청양군","남자","계","75~79세","","984",
"청양군","남자","계","80~84세","","628",
"청양군","남자","계","85세 이상","","307",
"청양군","남자","일하였음","60세 이상-계","","3801",
"청양군","남자","일하였음","60~64세","","1169",
"청양군","남자","일하였음","65~69세","","855",
"청양군","남자","일하였음","70~74세","","795",
"청양군","남자","일하였음","75~79세","","634",
"청양군","남자","일하였음","80~84세","","281",
"청양군","남자","일하였음","85세 이상","","67",
"청양군","남자","일하지않았음","60세 이상-계","","1666",
"청양군","남자","일하지않았음","60~64세","","219",
"청양군","남자","일하지않았음","65~69세","","258",
"청양군","남자","일하지않았음","70~74세","","252",
"청양군","남자","일하지않았음","75~79세","","350",
"청양군","남자","일하지않았음","80~84세","","347",
"청양군","남자","일하지않았음","85세 이상","","240",
"청양군","여자","계","60세 이상-계","","6843",
"청양군","여자","계","60~64세","","1174",
"청양군","여자","계","65~69세","","1079",
"청양군","여자","계","70~74세","","1407",
"청양군","여자","계","75~79세","","1450",
"청양군","여자","계","80~84세","","1053",
"청양군","여자","계","85세 이상","","680",
"청양군","여자","일하였음","60세 이상-계","","3384",
"청양군","여자","일하였음","60~64세","","901",
"청양군","여자","일하였음","65~69세","","735",
"청양군","여자","일하였음","70~74세","","813",
"청양군","여자","일하였음","75~79세","","615",
"청양군","여자","일하였음","80~84세","","251",
"청양군","여자","일하였음","85세 이상","","69",
"청양군","여자","일하지않았음","60세 이상-계","","3459",
"청양군","여자","일하지않았음","60~64세","","273",
"청양군","여자","일하지않았음","65~69세","","344",
"청양군","여자","일하지않았음","70~74세","","594",
"청양군","여자","일하지않았음","75~79세","","835",
"청양군","여자","일하지않았음","80~84세","","802",
"청양군","여자","일하지않았음","85세 이상","","611",
"홍성군","계","계","60세 이상-계","","25800",
"홍성군","계","계","60~64세","","5916",
"홍성군","계","계","65~69세","","5320",
"홍성군","계","계","70~74세","","4852",
"홍성군","계","계","75~79세","","4769",
"홍성군","계","계","80~84세","","3136",
"홍성군","계","계","85세 이상","","1807",
"홍성군","계","일하였음","60세 이상-계","","14148",
"홍성군","계","일하였음","60~64세","","4239",
"홍성군","계","일하였음","65~69세","","3445",
"홍성군","계","일하였음","70~74세","","2863",
"홍성군","계","일하였음","75~79세","","2328",
"홍성군","계","일하였음","80~84세","","1036",
"홍성군","계","일하였음","85세 이상","","237",
"홍성군","계","일하지않았음","60세 이상-계","","11652",
"홍성군","계","일하지않았음","60~64세","","1677",
"홍성군","계","일하지않았음","65~69세","","1875",
"홍성군","계","일하지않았음","70~74세","","1989",
"홍성군","계","일하지않았음","75~79세","","2441",
"홍성군","계","일하지않았음","80~84세","","2100",
"홍성군","계","일하지않았음","85세 이상","","1570",
"홍성군","남자","계","60세 이상-계","","11245",
"홍성군","남자","계","60~64세","","2902",
"홍성군","남자","계","65~69세","","2586",
"홍성군","남자","계","70~74세","","2135",
"홍성군","남자","계","75~79세","","1897",
"홍성군","남자","계","80~84세","","1168",
"홍성군","남자","계","85세 이상","","557",
"홍성군","남자","일하였음","60세 이상-계","","7335",
"홍성군","남자","일하였음","60~64세","","2351",
"홍성군","남자","일하였음","65~69세","","1829",
"홍성군","남자","일하였음","70~74세","","1450",
"홍성군","남자","일하였음","75~79세","","1104",
"홍성군","남자","일하였음","80~84세","","478",
"홍성군","남자","일하였음","85세 이상","","123",
"홍성군","남자","일하지않았음","60세 이상-계","","3910",
"홍성군","남자","일하지않았음","60~64세","","551",
"홍성군","남자","일하지않았음","65~69세","","757",
"홍성군","남자","일하지않았음","70~74세","","685",
"홍성군","남자","일하지않았음","75~79세","","793",
"홍성군","남자","일하지않았음","80~84세","","690",
"홍성군","남자","일하지않았음","85세 이상","","434",
"홍성군","여자","계","60세 이상-계","","14555",
"홍성군","여자","계","60~64세","","3014",
"홍성군","여자","계","65~69세","","2734",
"홍성군","여자","계","70~74세","","2717",
"홍성군","여자","계","75~79세","","2872",
"홍성군","여자","계","80~84세","","1968",
"홍성군","여자","계","85세 이상","","1250",
"홍성군","여자","일하였음","60세 이상-계","","6813",
"홍성군","여자","일하였음","60~64세","","1888",
"홍성군","여자","일하였음","65~69세","","1616",
"홍성군","여자","일하였음","70~74세","","1413",
"홍성군","여자","일하였음","75~79세","","1224",
"홍성군","여자","일하였음","80~84세","","558",
"홍성군","여자","일하였음","85세 이상","","114",
"홍성군","여자","일하지않았음","60세 이상-계","","7742",
"홍성군","여자","일하지않았음","60~64세","","1126",
"홍성군","여자","일하지않았음","65~69세","","1118",
"홍성군","여자","일하지않았음","70~74세","","1304",
"홍성군","여자","일하지않았음","75~79세","","1648",
"홍성군","여자","일하지않았음","80~84세","","1410",
"홍성군","여자","일하지않았음","85세 이상","","1136",
"예산군","계","계","60세 이상-계","","26926",
"예산군","계","계","60~64세","","6239",
"예산군","계","계","65~69세","","5538",
"예산군","계","계","70~74세","","5147",
"예산군","계","계","75~79세","","4911",
"예산군","계","계","80~84세","","3309",
"예산군","계","계","85세 이상","","1782",
"예산군","계","일하였음","60세 이상-계","","13283",
"예산군","계","일하였음","60~64세","","4324",
"예산군","계","일하였음","65~69세","","3392",
"예산군","계","일하였음","70~74세","","2638",
"예산군","계","일하였음","75~79세","","2019",
"예산군","계","일하였음","80~84세","","772",
"예산군","계","일하였음","85세 이상","","138",
"예산군","계","일하지않았음","60세 이상-계","","13643",
"예산군","계","일하지않았음","60~64세","","1915",
"예산군","계","일하지않았음","65~69세","","2146",
"예산군","계","일하지않았음","70~74세","","2509",
"예산군","계","일하지않았음","75~79세","","2892",
"예산군","계","일하지않았음","80~84세","","2537",
"예산군","계","일하지않았음","85세 이상","","1644",
"예산군","남자","계","60세 이상-계","","11881",
"예산군","남자","계","60~64세","","3004",
"예산군","남자","계","65~69세","","2800",
"예산군","남자","계","70~74세","","2305",
"예산군","남자","계","75~79세","","2046",
"예산군","남자","계","80~84세","","1230",
"예산군","남자","계","85세 이상","","496",
"예산군","남자","일하였음","60세 이상-계","","7309",
"예산군","남자","일하였음","60~64세","","2320",
"예산군","남자","일하였음","65~69세","","1907",
"예산군","남자","일하였음","70~74세","","1513",
"예산군","남자","일하였음","75~79세","","1074",
"예산군","남자","일하였음","80~84세","","429",
"예산군","남자","일하였음","85세 이상","","66",
"예산군","남자","일하지않았음","60세 이상-계","","4572",
"예산군","남자","일하지않았음","60~64세","","684",
"예산군","남자","일하지않았음","65~69세","","893",
"예산군","남자","일하지않았음","70~74세","","792",
"예산군","남자","일하지않았음","75~79세","","972",
"예산군","남자","일하지않았음","80~84세","","801",
"예산군","남자","일하지않았음","85세 이상","","430",
"예산군","여자","계","60세 이상-계","","15045",
"예산군","여자","계","60~64세","","3235",
"예산군","여자","계","65~69세","","2738",
"예산군","여자","계","70~74세","","2842",
"예산군","여자","계","75~79세","","2865",
"예산군","여자","계","80~84세","","2079",
"예산군","여자","계","85세 이상","","1286",
"예산군","여자","일하였음","60세 이상-계","","5974",
