"행정구역별(시군구)","성별","교육정도별","항목","단위","2015 년",
"정선군","여자","대학원박사과정","15세 이상 인구","","20",
"정선군","여자","대학원박사과정","일하였음-계","","18",
"정선군","여자","대학원박사과정","주로 일하였음","","18",
"정선군","여자","대학원박사과정","틈틈이 일하였음","","",
"정선군","여자","대학원박사과정","일시 휴직","","",
"정선군","여자","대학원박사과정","일하지 않았음","","2",
"정선군","여자","대학원박사과정","미상","","",
"정선군","여자","안 받았음(미취학 포함)","15세 이상 인구","","2461",
"정선군","여자","안 받았음(미취학 포함)","일하였음-계","","449",
"정선군","여자","안 받았음(미취학 포함)","주로 일하였음","","405",
"정선군","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","42",
"정선군","여자","안 받았음(미취학 포함)","일시 휴직","","2",
"정선군","여자","안 받았음(미취학 포함)","일하지 않았음","","2012",
"정선군","여자","안 받았음(미취학 포함)","미상","","",
"철원군","계","계","15세 이상 인구","","38248",
"철원군","계","계","일하였음-계","","23232",
"철원군","계","계","주로 일하였음","","22290",
"철원군","계","계","틈틈이 일하였음","","729",
"철원군","계","계","일시 휴직","","213",
"철원군","계","계","일하지 않았음","","15016",
"철원군","계","계","미상","","",
"철원군","계","초등학교","15세 이상 인구","","6159",
"철원군","계","초등학교","일하였음-계","","2872",
"철원군","계","초등학교","주로 일하였음","","2773",
"철원군","계","초등학교","틈틈이 일하였음","","82",
"철원군","계","초등학교","일시 휴직","","17",
"철원군","계","초등학교","일하지 않았음","","3287",
"철원군","계","초등학교","미상","","",
"철원군","계","중학교","15세 이상 인구","","4766",
"철원군","계","중학교","일하였음-계","","2689",
"철원군","계","중학교","주로 일하였음","","2580",
"철원군","계","중학교","틈틈이 일하였음","","98",
"철원군","계","중학교","일시 휴직","","11",
"철원군","계","중학교","일하지 않았음","","2077",
"철원군","계","중학교","미상","","",
"철원군","계","고등학교","15세 이상 인구","","13777",
"철원군","계","고등학교","일하였음-계","","8948",
"철원군","계","고등학교","주로 일하였음","","8613",
"철원군","계","고등학교","틈틈이 일하였음","","250",
"철원군","계","고등학교","일시 휴직","","85",
"철원군","계","고등학교","일하지 않았음","","4829",
"철원군","계","고등학교","미상","","",
"철원군","계","대학(4년제 미만)","15세 이상 인구","","4780",
"철원군","계","대학(4년제 미만)","일하였음-계","","3532",
"철원군","계","대학(4년제 미만)","주로 일하였음","","3398",
"철원군","계","대학(4년제 미만)","틈틈이 일하였음","","112",
"철원군","계","대학(4년제 미만)","일시 휴직","","22",
"철원군","계","대학(4년제 미만)","일하지 않았음","","1248",
"철원군","계","대학(4년제 미만)","미상","","",
"철원군","계","대학교(4년제 이상)","15세 이상 인구","","5850",
"철원군","계","대학교(4년제 이상)","일하였음-계","","4185",
"철원군","계","대학교(4년제 이상)","주로 일하였음","","3969",
"철원군","계","대학교(4년제 이상)","틈틈이 일하였음","","161",
"철원군","계","대학교(4년제 이상)","일시 휴직","","55",
"철원군","계","대학교(4년제 이상)","일하지 않았음","","1665",
"철원군","계","대학교(4년제 이상)","미상","","",
"철원군","계","대학원석사과정","15세 이상 인구","","779",
"철원군","계","대학원석사과정","일하였음-계","","662",
"철원군","계","대학원석사과정","주로 일하였음","","641",
"철원군","계","대학원석사과정","틈틈이 일하였음","","5",
"철원군","계","대학원석사과정","일시 휴직","","16",
"철원군","계","대학원석사과정","일하지 않았음","","117",
"철원군","계","대학원석사과정","미상","","",
"철원군","계","대학원박사과정","15세 이상 인구","","86",
"철원군","계","대학원박사과정","일하였음-계","","75",
"철원군","계","대학원박사과정","주로 일하였음","","63",
"철원군","계","대학원박사과정","틈틈이 일하였음","","9",
"철원군","계","대학원박사과정","일시 휴직","","3",
"철원군","계","대학원박사과정","일하지 않았음","","11",
"철원군","계","대학원박사과정","미상","","",
"철원군","계","안 받았음(미취학 포함)","15세 이상 인구","","2051",
"철원군","계","안 받았음(미취학 포함)","일하였음-계","","269",
"철원군","계","안 받았음(미취학 포함)","주로 일하였음","","253",
"철원군","계","안 받았음(미취학 포함)","틈틈이 일하였음","","12",
"철원군","계","안 받았음(미취학 포함)","일시 휴직","","4",
"철원군","계","안 받았음(미취학 포함)","일하지 않았음","","1782",
"철원군","계","안 받았음(미취학 포함)","미상","","",
"철원군","남자","계","15세 이상 인구","","19958",
"철원군","남자","계","일하였음-계","","14408",
"철원군","남자","계","주로 일하였음","","14101",
"철원군","남자","계","틈틈이 일하였음","","210",
"철원군","남자","계","일시 휴직","","97",
"철원군","남자","계","일하지 않았음","","5550",
"철원군","남자","계","미상","","",
"철원군","남자","초등학교","15세 이상 인구","","2062",
"철원군","남자","초등학교","일하였음-계","","1258",
"철원군","남자","초등학교","주로 일하였음","","1239",
"철원군","남자","초등학교","틈틈이 일하였음","","11",
"철원군","남자","초등학교","일시 휴직","","8",
"철원군","남자","초등학교","일하지 않았음","","804",
"철원군","남자","초등학교","미상","","",
"철원군","남자","중학교","15세 이상 인구","","2429",
"철원군","남자","중학교","일하였음-계","","1500",
"철원군","남자","중학교","주로 일하였음","","1463",
"철원군","남자","중학교","틈틈이 일하였음","","26",
"철원군","남자","중학교","일시 휴직","","11",
"철원군","남자","중학교","일하지 않았음","","929",
"철원군","남자","중학교","미상","","",
"철원군","남자","고등학교","15세 이상 인구","","7619",
"철원군","남자","고등학교","일하였음-계","","5701",
"철원군","남자","고등학교","주로 일하였음","","5574",
"철원군","남자","고등학교","틈틈이 일하였음","","72",
"철원군","남자","고등학교","일시 휴직","","55",
"철원군","남자","고등학교","일하지 않았음","","1918",
"철원군","남자","고등학교","미상","","",
"철원군","남자","대학(4년제 미만)","15세 이상 인구","","2895",
"철원군","남자","대학(4년제 미만)","일하였음-계","","2353",
"철원군","남자","대학(4년제 미만)","주로 일하였음","","2301",
"철원군","남자","대학(4년제 미만)","틈틈이 일하였음","","48",
"철원군","남자","대학(4년제 미만)","일시 휴직","","4",
"철원군","남자","대학(4년제 미만)","일하지 않았음","","542",
"철원군","남자","대학(4년제 미만)","미상","","",
"철원군","남자","대학교(4년제 이상)","15세 이상 인구","","3938",
"철원군","남자","대학교(4년제 이상)","일하였음-계","","3031",
"철원군","남자","대학교(4년제 이상)","주로 일하였음","","2963",
"철원군","남자","대학교(4년제 이상)","틈틈이 일하였음","","53",
"철원군","남자","대학교(4년제 이상)","일시 휴직","","15",
"철원군","남자","대학교(4년제 이상)","일하지 않았음","","907",
"철원군","남자","대학교(4년제 이상)","미상","","",
"철원군","남자","대학원석사과정","15세 이상 인구","","520",
"철원군","남자","대학원석사과정","일하였음-계","","457",
"철원군","남자","대학원석사과정","주로 일하였음","","457",
"철원군","남자","대학원석사과정","틈틈이 일하였음","","",
"철원군","남자","대학원석사과정","일시 휴직","","",
"철원군","남자","대학원석사과정","일하지 않았음","","63",
"철원군","남자","대학원석사과정","미상","","",
"철원군","남자","대학원박사과정","15세 이상 인구","","59",
"철원군","남자","대학원박사과정","일하였음-계","","56",
"철원군","남자","대학원박사과정","주로 일하였음","","53",
"철원군","남자","대학원박사과정","틈틈이 일하였음","","",
"철원군","남자","대학원박사과정","일시 휴직","","3",
"철원군","남자","대학원박사과정","일하지 않았음","","3",
"철원군","남자","대학원박사과정","미상","","",
"철원군","남자","안 받았음(미취학 포함)","15세 이상 인구","","436",
"철원군","남자","안 받았음(미취학 포함)","일하였음-계","","52",
"철원군","남자","안 받았음(미취학 포함)","주로 일하였음","","51",
