"행정구역(시군구)별","거주외국인별","연령별","항목","단위","2019 년",
"양구군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","125",
"양구군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","78",
"양구군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","62",
"양구군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","22",
"양구군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","8",
"양구군","외국인근로자","계","외국인 주민현항","명","119",
"양구군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"양구군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"양구군","외국인근로자","20 - 29세","외국인 주민현항","명","57",
"양구군","외국인근로자","30 - 39세","외국인 주민현항","명","46",
"양구군","외국인근로자","40 - 49세","외국인 주민현항","명","9",
"양구군","외국인근로자","50 - 59세","외국인 주민현항","명","6",
"양구군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"양구군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"양구군","결혼이민자","계","외국인 주민현항","명","106",
"양구군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"양구군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"양구군","결혼이민자","20 - 29세","외국인 주민현항","명","16",
"양구군","결혼이민자","30 - 39세","외국인 주민현항","명","31",
"양구군","결혼이민자","40 - 49세","외국인 주민현항","명","26",
"양구군","결혼이민자","50 - 59세","외국인 주민현항","명","25",
"양구군","결혼이민자","60 - 69세","외국인 주민현항","명","7",
"양구군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"양구군","유학생","계","외국인 주민현항","명","*",
"양구군","유학생","0 - 9세","외국인 주민현항","명","*",
"양구군","유학생","10 - 19세","외국인 주민현항","명","*",
"양구군","유학생","20 - 29세","외국인 주민현항","명","*",
"양구군","유학생","30 - 39세","외국인 주민현항","명","*",
"양구군","유학생","40 - 49세","외국인 주민현항","명","*",
"양구군","유학생","50 - 59세","외국인 주민현항","명","*",
"양구군","유학생","60 - 69세","외국인 주민현항","명","*",
"양구군","유학생","70세 이상","외국인 주민현항","명","*",
"양구군","외국국적동포","계","외국인 주민현항","명","19",
"양구군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"양구군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"양구군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"양구군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"양구군","외국국적동포","40 - 49세","외국인 주민현항","명","*",
"양구군","외국국적동포","50 - 59세","외국인 주민현항","명","*",
"양구군","외국국적동포","60 - 69세","외국인 주민현항","명","6",
"양구군","외국국적동포","70세 이상","외국인 주민현항","명","*",
"양구군","기타외국인","계","외국인 주민현항","명","171",
"양구군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"양구군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"양구군","기타외국인","20 - 29세","외국인 주민현항","명","41",
"양구군","기타외국인","30 - 39세","외국인 주민현항","명","47",
"양구군","기타외국인","40 - 49세","외국인 주민현항","명","40",
"양구군","기타외국인","50 - 59세","외국인 주민현항","명","27",
"양구군","기타외국인","60 - 69세","외국인 주민현항","명","9",
"양구군","기타외국인","70세 이상","외국인 주민현항","명","*",
"양구군","한국국적을 취득한 자","계","외국인 주민현항","명","76",
"양구군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"양구군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"양구군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","11",
"양구군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","35",
"양구군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","13",
"양구군","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","15",
"양구군","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","*",
"양구군","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","*",
"인제군","합계","계","외국인 주민현항","명","610",
"인제군","합계","0 - 9세","외국인 주민현항","명","*",
"인제군","합계","10 - 19세","외국인 주민현항","명","*",
"인제군","합계","20 - 29세","외국인 주민현항","명","210",
"인제군","합계","30 - 39세","외국인 주민현항","명","189",
"인제군","합계","40 - 49세","외국인 주민현항","명","97",
"인제군","합계","50 - 59세","외국인 주민현항","명","75",
"인제군","합계","60 - 69세","외국인 주민현항","명","26",
"인제군","합계","70세 이상","외국인 주민현항","명","9",
"인제군","한국국적을 가지지 않은 자","계","외국인 주민현항","명","503",
"인제군","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","*",
"인제군","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","*",
"인제군","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","184",
"인제군","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","156",
"인제군","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","66",
"인제군","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","62",
"인제군","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","24",
"인제군","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","8",
"인제군","외국인근로자","계","외국인 주민현항","명","210",
"인제군","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"인제군","외국인근로자","10 - 19세","외국인 주민현항","명","*",
"인제군","외국인근로자","20 - 29세","외국인 주민현항","명","122",
"인제군","외국인근로자","30 - 39세","외국인 주민현항","명","75",
"인제군","외국인근로자","40 - 49세","외국인 주민현항","명","8",
"인제군","외국인근로자","50 - 59세","외국인 주민현항","명","5",
"인제군","외국인근로자","60 - 69세","외국인 주민현항","명","*",
"인제군","외국인근로자","70세 이상","외국인 주민현항","명","*",
"인제군","결혼이민자","계","외국인 주민현항","명","80",
"인제군","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"인제군","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"인제군","결혼이민자","20 - 29세","외국인 주민현항","명","19",
"인제군","결혼이민자","30 - 39세","외국인 주민현항","명","32",
"인제군","결혼이민자","40 - 49세","외국인 주민현항","명","7",
"인제군","결혼이민자","50 - 59세","외국인 주민현항","명","18",
"인제군","결혼이민자","60 - 69세","외국인 주민현항","명","*",
"인제군","결혼이민자","70세 이상","외국인 주민현항","명","*",
"인제군","유학생","계","외국인 주민현항","명","*",
"인제군","유학생","0 - 9세","외국인 주민현항","명","*",
"인제군","유학생","10 - 19세","외국인 주민현항","명","*",
"인제군","유학생","20 - 29세","외국인 주민현항","명","*",
"인제군","유학생","30 - 39세","외국인 주민현항","명","*",
"인제군","유학생","40 - 49세","외국인 주민현항","명","*",
"인제군","유학생","50 - 59세","외국인 주민현항","명","*",
"인제군","유학생","60 - 69세","외국인 주민현항","명","*",
"인제군","유학생","70세 이상","외국인 주민현항","명","*",
"인제군","외국국적동포","계","외국인 주민현항","명","26",
"인제군","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"인제군","외국국적동포","10 - 19세","외국인 주민현항","명","*",
"인제군","외국국적동포","20 - 29세","외국인 주민현항","명","*",
"인제군","외국국적동포","30 - 39세","외국인 주민현항","명","*",
"인제군","외국국적동포","40 - 49세","외국인 주민현항","명","5",
"인제군","외국국적동포","50 - 59세","외국인 주민현항","명","6",
"인제군","외국국적동포","60 - 69세","외국인 주민현항","명","7",
"인제군","외국국적동포","70세 이상","외국인 주민현항","명","7",
"인제군","기타외국인","계","외국인 주민현항","명","187",
"인제군","기타외국인","0 - 9세","외국인 주민현항","명","*",
"인제군","기타외국인","10 - 19세","외국인 주민현항","명","*",
"인제군","기타외국인","20 - 29세","외국인 주민현항","명","43",
"인제군","기타외국인","30 - 39세","외국인 주민현항","명","48",
"인제군","기타외국인","40 - 49세","외국인 주민현항","명","46",
"인제군","기타외국인","50 - 59세","외국인 주민현항","명","33",
"인제군","기타외국인","60 - 69세","외국인 주민현항","명","14",
"인제군","기타외국인","70세 이상","외국인 주민현항","명","*",
"인제군","한국국적을 취득한 자","계","외국인 주민현항","명","107",
"인제군","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","*",
"인제군","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","*",
"인제군","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","26",
"인제군","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","33",
"인제군","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","31",
